,Unnamed: 0,player,time,user_id,message,match,special_token_message,label
162910,163250,6,3367,MyMeK,told ya,5579,[Team1][Player1]: told ya,
162911,163251,4,4886,Styx,GG WP,5579,[Team0][Player4]: GG WP,
162912,163252,3,4889,road to something,GG,5579,[Team0][Player3]: GG,
162913,163253,6,4891,MyMeK,told ya,5579,[Team1][Player1]: told ya,
162914,163254,8,4891,fiddler,ggwp,5579,[Team1][Player3]: ggwp,
162915,163255,0,4892,Antrioutsaz,gg,5579,[Team0][Player0]: gg,
187390,187870,1,707,BUSCANDO A MEMO EL PESCAORATA,hahah,6371,[Team0][Player1]: hahah,
187391,187871,1,714,BUSCANDO A MEMO EL PESCAORATA,vas a morir zeus de mrd,6371,[Team0][Player1]: vas a morir zeus de mrd,x
187392,187872,8,2562,JANG,lol,6371,[Team1][Player3]: lol,
187393,187873,7,3181,Bonito,gg,6371,[Team1][Player2]: gg,
187394,187874,1,3181,BUSCANDO A MEMO EL PESCAORATA,gg,6371,[Team0][Player1]: gg,
187395,187875,8,3181,JANG,gg,6371,[Team1][Player3]: gg,
187396,187876,1,3182,BUSCANDO A MEMO EL PESCAORATA,ez,6371,[Team0][Player1]: ez,
187397,187877,4,3183,[-ScrOw!!-],wp,6371,[Team0][Player4]: wp,
196809,197310,3,152,Vice President Sarah Palin,ROFL LMFAO,6676,[Team0][Player3]: ROFL LMFAO,
196810,197311,3,153,Vice President Sarah Palin,OMG,6676,[Team0][Player3]: OMG,
196811,197312,3,161,Vice President Sarah Palin,oops meant for ally chat,6676,[Team0][Player3]: oops meant for ally chat,
196812,197313,3,298,Vice President Sarah Palin,classic peruvian,6676,[Team0][Player3]: classic peruvian,
196813,197314,2,1766,gypsyfy,LOL,6676,[Team0][Player2]: LOL,
196814,197315,2,2367,gypsyfy,gg,6676,[Team0][Player2]: gg,
196815,197316,2,2893,gypsyfy,nice throw,6676,[Team0][Player2]: nice throw,
196816,197317,3,2894,Vice President Sarah Palin,ok,6676,[Team0][Player3]: ok,
196817,197318,2,2979,gypsyfy,thx for the mmr,6676,[Team0][Player2]: thx for the mmr,
196818,197319,4,2979,|Fever| iKoLzz,gg,6676,[Team0][Player4]: gg,
196819,197320,2,2983,gypsyfy,3k = game of throws,6676,[Team0][Player2]: 3k = game of throws,
219020,219588,6,2364,Night Fury!,shit,7399,[Team1][Player1]: shit,
219021,219589,0,2582,Lelouch ^,stupid carry,7399,[Team0][Player0]: stupid carry,x
219022,219590,8,2973,Demon Eater,ggwp,7399,[Team1][Player3]: ggwp,
219023,219591,9,2974,FancyFootworks is BACK!,ggwp,7399,[Team1][Player4]: ggwp,
219024,219592,8,2981,Demon Eater,first time play mor,7399,[Team1][Player3]: first time play mor,
219025,219593,8,2985,Demon Eater,hihi,7399,[Team1][Player3]: hihi,
246710,247294,1,2130,Sex Trip,gg,8285,[Team0][Player1]: gg,
246711,247295,9,2164,Wintermute,gg wp,8285,[Team1][Player4]: gg wp,
246712,247296,6,2165,Flash222,gg,8285,[Team1][Player1]: gg,
250156,250740,8,2050,Wumpa,gg,8391,[Team1][Player3]: gg,
250157,250741,6,2114,Cr1t-,ggwp,8391,[Team1][Player1]: ggwp,
269074,269713,3,1580,CrazyDrDre ☛ Хуй знае�,RAMPAGE (красным цветом(,8983,[Team0][Player3]: RAMPAGE (красным цветом(,
269075,269714,2,2178,No Enemiesz,easy mid,8983,[Team0][Player2]: easy mid,
269076,269715,8,2185,Mirgin Jil,"бля, сори",8983,"[Team1][Player3]: бля, сори",
269077,269716,2,2198,No Enemiesz,ne igraew,8983,[Team0][Player2]: ne igraew,
269078,269717,2,2199,No Enemiesz,na 4600,8983,[Team0][Player2]: na 4600,
269079,269718,2,2201,No Enemiesz,chestno govorya,8983,[Team0][Player2]: chestno govorya,
302472,303139,8,1038,BuRN,suck it,10152,[Team1][Player3]: suck it,
302473,303140,8,1041,BuRN,clowns,10152,[Team1][Player3]: clowns,
302474,303141,0,1052,iG.BMW_i8,мой член во рту твоей мамаши,10152,[Team0][Player0]: мой член во рту твоей мамаши,x
302475,303142,0,1055,iG.BMW_i8,вытащи и пососи,10152,[Team0][Player0]: вытащи и пососи,c
302476,303143,0,1058,iG.BMW_i8,клоун,10152,[Team0][Player0]: клоун,c
302477,303144,9,1059,GeMini,da,10152,[Team1][Player4]: da,
302478,303145,8,1060,BuRN,ebal tvoi rot,10152,[Team1][Player3]: ebal tvoi rot,
302479,303146,8,1062,BuRN,i tvoya mama,10152,[Team1][Player3]: i tvoya mama,
302480,303147,8,1067,BuRN,durak,10152,[Team1][Player3]: durak,
302481,303148,0,1071,iG.BMW_i8,даун,10152,[Team0][Player0]: даун,
302482,303149,0,1076,iG.BMW_i8,сейчас бы на алхиме поиграть,10152,[Team0][Player0]: сейчас бы на алхиме поиграть,
302483,303150,4,2074,VI KA,спектра ульт кил веника,10152,[Team0][Player4]: спектра ульт кил веника,
302484,303151,7,2074,JasoNNN,ok,10152,[Team1][Player2]: ok,
302485,303152,8,2074,BuRN,ok,10152,[Team1][Player3]: ok,
302486,303153,4,2074,VI KA,мы не мешаем,10152,[Team0][Player4]: мы не мешаем,
302487,303154,2,2087,"well,this guy",))0,10152,[Team0][Player2]: ))0,
302488,303155,2,2107,"well,this guy",следующий раз может быть дезинфой,10152,[Team0][Player2]: следующий раз может быть дезинфой,
302489,303156,2,2175,"well,this guy",го короче андаинг танкует фонтан виверна его хилит вы килл разора,10152,[Team0][Player2]: го короче андаинг танкует фонтан виверна его хилит вы килл разора,
302490,303157,8,2207,BuRN,ez,10152,[Team1][Player3]: ez,
302491,303158,8,2208,BuRN,game,10152,[Team1][Player3]: game,
302492,303159,8,2211,BuRN,ruskis,10152,[Team1][Player3]: ruskis,
302493,303160,0,2217,iG.BMW_i8,изи рот твоей мамки,10152,[Team0][Player0]: изи рот твоей мамки,x
302494,303161,0,2221,iG.BMW_i8,азазазаз,10152,[Team0][Player0]: азазазаз,
302495,303162,8,2224,BuRN,lmao,10152,[Team1][Player3]: lmao,
302496,303163,8,2224,BuRN,20,10152,[Team1][Player3]: 20,
309282,309949,0,664,road to 0 mmr,gege,10388,[Team0][Player0]: gege,
309283,309950,4,729,Kilg[A]nnon,sigh,10388,[Team0][Player4]: sigh,
309284,309951,0,913,road to 0 mmr,go divine dont be pussy,10388,[Team0][Player0]: go divine dont be pussy,
309285,309952,0,1606,road to 0 mmr,sec,10388,[Team0][Player0]: sec,
309286,309953,0,1609,road to 0 mmr,lags,10388,[Team0][Player0]: lags,
309287,309954,2,1609,Meed&Fid|Rekt,g,10388,[Team0][Player2]: g,
309288,309955,2,1609,Meed&Fid|Rekt,ty,10388,[Team0][Player2]: ty,
309289,309956,2,1923,Meed&Fid|Rekt,gg,10388,[Team0][Player2]: gg,
309290,309957,0,1924,road to 0 mmr,gege,10388,[Team0][Player0]: gege,
309291,309958,3,1931,Filo,Legion woods,10388,[Team0][Player3]: Legion woods,
309292,309959,8,1935,Hezbollah,gg wp,10388,[Team1][Player3]: gg wp,
309293,309960,3,1936,Filo,Amazing strategy,10388,[Team0][Player3]: Amazing strategy,
309294,309961,0,1937,road to 0 mmr,report wind,10388,[Team0][Player0]: report wind,
309295,309962,8,1939,Hezbollah,what about legion,10388,[Team1][Player3]: what about legion,
309296,309963,8,1941,Hezbollah,u sucked cock mid wr,10388,[Team1][Player3]: u sucked cock mid wr,x
309297,309964,0,1941,road to 0 mmr,salty as fuck,10388,[Team0][Player0]: salty as fuck,
309298,309965,0,1945,road to 0 mmr,:D,10388,[Team0][Player0]: :D,
309299,309966,8,1946,Hezbollah,reported,10388,[Team1][Player3]: reported,
309300,309967,0,1955,road to 0 mmr,wr reported,10388,[Team0][Player0]: wr reported,
309301,309968,2,1959,Meed&Fid|Rekt,wr blaming whole game...,10388,[Team0][Player2]: wr blaming whole game...,
309302,309969,0,1964,road to 0 mmr,report wd too,10388,[Team0][Player0]: report wd too,
309303,309970,0,1967,road to 0 mmr,salty fucks,10388,[Team0][Player0]: salty fucks,x
309304,309971,6,1971,DaStone,gg,10388,[Team1][Player1]: gg,
309305,309972,9,1971,Good Times,Ez,10388,[Team1][Player4]: Ez,
309306,309973,0,1973,road to 0 mmr,,10388,[Team0][Player0]: ,
309307,309974,7,1974,pls gif riki,kekeke,10388,[Team1][Player2]: kekeke,
309308,309975,7,1975,pls gif riki,ez,10388,[Team1][Player2]: ez,
313023,313690,4,-47,Whixx!,glhf,10539,[Team0][Player4]: glhf,
313024,313691,9,-42,GGH,glgl,10539,[Team1][Player4]: glgl,
313025,313692,2,-41,hello son,gl,10539,[Team0][Player2]: gl,
313026,313693,5,666,Hurricane14,LOL,10539,[Team1][Player0]: LOL,
313027,313694,5,671,Hurricane14,Dota WTF,10539,[Team1][Player0]: Dota WTF,
313028,313695,8,2686,ЯД,мимо меня прошли куда е вы,10539,[Team1][Player3]: мимо меня прошли куда е вы,
313029,313696,4,3067,Whixx!,gg,10539,[Team0][Player4]: gg,
313030,313697,5,3073,Hurricane14,Пудж рак,10539,[Team1][Player0]: Пудж рак,
313031,313698,0,3074,Montini,wp,10539,[Team0][Player0]: wp,
347383,348086,5,18,sonega,?,11846,[Team1][Player0]: ?,
347384,348087,5,352,sonega,eita,11846,[Team1][Player0]: eita,
347385,348088,5,358,sonega,calma jovem,11846,[Team1][Player0]: calma jovem,
347386,348089,4,394,VASH ESTAMPIDA,BUEN INTENTO,11846,[Team0][Player4]: BUEN INTENTO,
347387,348090,3,912,Soniic | Los Benjamins  .-,report alchemist,11846,[Team0][Player3]: report alchemist,
347388,348091,3,918,Soniic | Los Benjamins  .-,report mid,11846,[Team0][Player3]: report mid,
347389,348092,3,1170,Soniic | Los Benjamins  .-,GG,11846,[Team0][Player3]: GG,
347390,348093,3,1461,Soniic | Los Benjamins  .-,gg team noob,11846,[Team0][Player3]: gg team noob,
347391,348094,3,1527,Soniic | Los Benjamins  .-,GG,11846,[Team0][Player3]: GG,
347392,348095,3,1528,Soniic | Los Benjamins  .-,lothar,11846,[Team0][Player3]: lothar,
347393,348096,3,1906,Soniic | Los Benjamins  .-,"gg ",11846,"[Team0][Player3]: gg ",c
347394,348097,3,1932,Soniic | Los Benjamins  .-,report luna noob,11846,[Team0][Player3]: report luna noob,
347395,348098,3,2001,Soniic | Los Benjamins  .-,gg alchemist,11846,[Team0][Player3]: gg alchemist,c
347396,348099,5,2029,sonega,easy,11846,[Team1][Player0]: easy,
347397,348100,3,2181,Soniic | Los Benjamins  .-,gg luna,11846,[Team0][Player3]: gg luna,c
347398,348101,3,2213,Soniic | Los Benjamins  .-,gg luna,11846,[Team0][Player3]: gg luna,c
347399,348102,3,2217,Soniic | Los Benjamins  .-,reprotl una,11846,[Team0][Player3]: reprotl una,
347400,348103,3,2252,Soniic | Los Benjamins  .-,team noobs,11846,[Team0][Player3]: team noobs,c
347401,348104,3,2255,Soniic | Los Benjamins  .-,reprot luna,11846,[Team0][Player3]: reprot luna,
347402,348105,3,2391,Soniic | Los Benjamins  .-,report plis,11846,[Team0][Player3]: report plis,
347403,348106,3,2392,Soniic | Los Benjamins  .-,izi mid,11846,[Team0][Player3]: izi mid,
347404,348107,3,2408,Soniic | Los Benjamins  .-,listo,11846,[Team0][Player3]: listo,
347405,348108,3,2411,Soniic | Los Benjamins  .-,reportado alchemist izi mid,11846,[Team0][Player3]: reportado alchemist izi mid,
347406,348109,9,2412,Victor Infernatil,listo?,11846,[Team1][Player4]: listo?,
347407,348110,2,2428,sion I Los Menores,SHU ASCO DE MID,11846,[Team0][Player2]: SHU ASCO DE MID,
347408,348111,9,2437,Victor Infernatil,asco,11846,[Team1][Player4]: asco,
347409,348112,3,2600,Soniic | Los Benjamins  .-,lala,11846,[Team0][Player3]: lala,
347410,348113,9,2606,Victor Infernatil,listo?,11846,[Team1][Player4]: listo?,
347411,348114,3,2613,Soniic | Los Benjamins  .-,silencer manco,11846,[Team0][Player3]: silencer manco,
347412,348115,9,2624,Victor Infernatil,listo?,11846,[Team1][Player4]: listo?,
347413,348116,9,2647,Victor Infernatil,listo?,11846,[Team1][Player4]: listo?,
347414,348117,3,2772,Soniic | Los Benjamins  .-,report,11846,[Team0][Player3]: report,
347415,348118,3,2773,Soniic | Los Benjamins  .-,report,11846,[Team0][Player3]: report,
347416,348119,3,2774,Soniic | Los Benjamins  .-,report,11846,[Team0][Player3]: report,
347417,348120,8,2778,Paimkiller,vc,11846,[Team1][Player3]: vc,
347418,348121,5,2785,sonega,gg,11846,[Team1][Player0]: gg,
347419,348122,3,2785,Soniic | Los Benjamins  .-,report alchis,11846,[Team0][Player3]: report alchis,
347420,348123,3,2788,Soniic | Los Benjamins  .-,report alchemist,11846,[Team0][Player3]: report alchemist,
359885,360610,9,1581,Trust`Me,2 pinoy = disaster,12309,[Team1][Player4]: 2 pinoy = disaster,x
359886,360611,0,1662,ㄨJao҉҈҉,lol,12309,[Team0][Player0]: lol,
359887,360612,8,1811,jay,GGWP,12309,[Team1][Player3]: GGWP,
359888,360613,8,1815,jay,too ez,12309,[Team1][Player3]: too ez,
359889,360614,4,1819,Geisha-,u again,12309,[Team0][Player4]: u again,
359890,360615,4,1821,Geisha-,u again tink,12309,[Team0][Player4]: u again tink,
359891,360616,2,1823,KKNM.loco,rofl,12309,[Team0][Player2]: rofl,
359892,360617,4,1825,Geisha-,3 game with u,12309,[Team0][Player4]: 3 game with u,
359893,360618,4,1827,Geisha-,enemies,12309,[Team0][Player4]: enemies,
359894,360619,6,1829,Mr.Phantom,shit,12309,[Team1][Player1]: shit,
359895,360620,6,1833,Mr.Phantom,:)),12309,[Team1][Player1]: :)),
359896,360621,8,1835,jay,ez game with him as enemy?,12309,[Team1][Player3]: ez game with him as enemy?,
359897,360622,9,1838,Trust`Me,pinoy =  sea cancer,12309,[Team1][Player4]: pinoy =  sea cancer,x
359898,360623,6,1840,Mr.Phantom,this timber :)),12309,[Team1][Player1]: this timber :)),
359899,360624,4,1840,Geisha-,haha,12309,[Team0][Player4]: haha,
359900,360625,2,1878,KKNM.loco,shit,12309,[Team0][Player2]: shit,
359901,360626,4,1882,Geisha-,straight win,12309,[Team0][Player4]: straight win,
359902,360627,4,1887,Geisha-,,12309,[Team0][Player4]: ,
359903,360628,3,1889,Gain,$$$,12309,[Team0][Player3]: $$$,
359904,360629,6,1890,Mr.Phantom,mute timber :)),12309,[Team1][Player1]: mute timber :)),
363252,363977,5,1030,INAP,цЗ,12432,[Team1][Player0]: цЗ,
363253,363978,5,1032,INAP,ЦЗ,12432,[Team1][Player0]: ЦЗ,
363254,363979,5,1035,INAP,BLYAT',12432,[Team1][Player0]: BLYAT',
363255,363980,0,1038,Dr.Sexy,classic rtz self eul,12432,[Team0][Player0]: classic rtz self eul,
363256,363981,1,1280,Primeminister,20-18 xD,12432,[Team0][Player1]: 20-18 xD,
363257,363982,1,1284,Primeminister,GOGOGOG,12432,[Team0][Player1]: GOGOGOG,
363258,363983,4,1308,SONIC XXL,Wp,12432,[Team0][Player4]: Wp,
363259,363984,1,1361,Primeminister,BOoM BOOM,12432,[Team0][Player1]: BOoM BOOM,
363260,363985,0,1365,Dr.Sexy,nice sb build when u have riki,12432,[Team0][Player0]: nice sb build when u have riki,
363261,363986,0,1367,Dr.Sexy,next lvl stupid,12432,[Team0][Player0]: next lvl stupid,c
363262,363987,1,1376,Primeminister,XDD,12432,[Team0][Player1]: XDD,
363263,363988,8,1381,Dunavka Trifunovska,what does that mean?,12432,[Team1][Player3]: what does that mean?,
363264,363989,8,1386,Dunavka Trifunovska,u buy more dusts when u have riki in team?,12432,[Team1][Player3]: u buy more dusts when u have riki in team?,
363265,363990,1,1387,Primeminister,MORE INVIS,12432,[Team0][Player1]: MORE INVIS,
363266,363991,1,1388,Primeminister,NOOB,12432,[Team0][Player1]: NOOB,
363267,363992,0,1399,Dr.Sexy,u are more likely to run into sentries,12432,[Team0][Player0]: u are more likely to run into sentries,
363268,363993,8,1401,Dunavka Trifunovska,ez noob :D:D:D,12432,[Team1][Player3]: ez noob :D:D:D,
363269,363994,8,1405,Dunavka Trifunovska,ganking mid like a shit,12432,[Team1][Player3]: ganking mid like a shit,c
363270,363995,0,1413,Dr.Sexy,riki?,12432,[Team0][Player0]: riki?,
363271,363996,0,1417,Dr.Sexy,yes,12432,[Team0][Player0]: yes,
363272,363997,1,1434,Primeminister,BAM BAM,12432,[Team0][Player1]: BAM BAM,
363273,363998,1,1466,Primeminister,moRE INVIS,12432,[Team0][Player1]: moRE INVIS,
363274,363999,1,1538,Primeminister,Slark n00b0 D,12432,[Team0][Player1]: Slark n00b0 D,
363275,364000,1,1596,Primeminister,Invizz weak,12432,[Team0][Player1]: Invizz weak,
363276,364001,8,1812,Dunavka Trifunovska,:DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,12432,[Team1][Player3]: :DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDD,
363277,364002,0,1981,Dr.Sexy,this team feels good,12432,[Team0][Player0]: this team feels good,
363278,364003,8,1986,Dunavka Trifunovska,OH,12432,[Team1][Player3]: OH,
363279,364004,8,1992,Dunavka Trifunovska,U WERE TALKING SOMETHING BEFORE SOME MIN,12432,[Team1][Player3]: U WERE TALKING SOMETHING BEFORE SOME MIN,
363280,364005,8,2006,Dunavka Trifunovska,now its not ok ?,12432,[Team1][Player3]: now its not ok ?,
363281,364006,8,2009,Dunavka Trifunovska,something wrong?,12432,[Team1][Player3]: something wrong?,
363282,364007,0,2014,Dr.Sexy,well i never said my team was good :),12432,[Team0][Player0]: well i never said my team was good :),
363283,364008,0,2017,Dr.Sexy,but u are bad either :),12432,[Team0][Player0]: but u are bad either :),
363284,364009,0,2018,Dr.Sexy,so its fine,12432,[Team0][Player0]: so its fine,
363285,364010,8,2021,Dunavka Trifunovska,:_)),12432,[Team1][Player3]: :_)),
363286,364011,0,2022,Dr.Sexy,u are a total non factor,12432,[Team0][Player0]: u are a total non factor,c
363287,364012,0,2025,Dr.Sexy,only slark and riki having impact,12432,[Team0][Player0]: only slark and riki having impact,c
